rank,year,title,domestic_gross
"8,283",2003,American Splendor,"$6,003,587"
"8,284",2016,Chihayafuru Part II,
"8,285",1988,Clean and Sober,"$8,674,093"
"8,286",1992,Once Upon a Crime…,"$8,669,847"
"8,287",2002,The Importance of Being Earnest,"$8,378,141"
"8,288",2008,Kuraimâzu hai,
"8,289",2018,Bon Bini Holland 2,
"8,290",1986,Blue Velvet,"$8,551,228"
"8,291",2010,Boy,"$256,211"
"8,292",2019,Als Hitler das rosa Kaninchen stahl,
"8,293",2014,Postman Pat: The Movie,
"8,294",2017,Seuls two,
"8,295",2004,The Machinist,"$1,082,044"
"8,296",2018,Konna Yofuke Ni Banana Kayo: Kanashik…,
"8,297",2020,Hachijianha,
"8,298",1985,The Man With One Red Shoe,"$8,645,411"
"8,299",1996,Before and After,"$8,642,118"
"8,300",1991,Late for Dinner,"$8,641,499"
"8,301",1985,That Was Then… This is Now,"$8,630,068"
"8,302",2010,MacGruber,"$8,525,600"
"8,303",2018,L'Empereur de Paris,
"8,304",2008,My iz budushego,
"8,305",1985,Secret Admirer,"$8,622,757"
"8,306",1986,Manhunter,"$8,620,929"
"8,307",2015,Shaandaar,"$521,794"
"8,308",2015,Die drei ??? - Das verfluchte Schloss,
"8,309",1984,The Bounty,"$8,613,462"
"8,310",2017,Hap Joek Nam Nui,
"8,311",2019,Kubo Ibuki,
"8,312",2010,L'illusionniste,"$2,231,474"
"8,313",2017,Saiki Kusuo no Sainan,
"8,314",2008,How She Move,"$7,070,641"
"8,315",2010,Four Lions,"$310,007"
"8,316",1990,Nightbreed,"$8,000,000"
"8,317",1988,U2: Rattle and Hum,"$8,600,823"
"8,318",2024,Goodluck (好运来),
"8,319",2015,Kocan Kadar Konus,
"8,320",2017,Fan Zha Feng Bao,
"8,321",2015,Our Brand is Crisis,"$7,002,261"
"8,322",2011,Xinhai geming,"$135,739"
"8,323",2020,Xiu Mei Ren Sheng,
"8,324",2005,De battre mon coeur s'est arrêté,"$1,023,424"
"8,325",2023,Kuolleet lehdet,"$954,307"
"8,326",2021,San wan gai bian,
"8,327",1994,The Puppet Masters,"$8,579,626"
"8,328",1988,High Spirits,"$8,578,231"
"8,329",2016,Nanimono,
"8,330",2019,Pavarotti,"$4,686,402"
"8,331",2007,Saturno Contro,
"8,332",2019,"Himeul Naeyo, Miseuteo Lee",
"8,333",2007,Happiness,
"8,334",2017,The Man Who Invented Christmas,"$5,676,110"
"8,335",1996,All Dogs Go To Heaven 2,"$8,556,572"
"8,336",2015,Kwai Boo,
"8,337",2010,Peepli Live,"$754,836"
"8,338",1986,Care Bears Movie II: A New Generation,"$8,540,346"
"8,339",2011,Albert Nobbs,"$3,014,696"
"8,340",1996,The Rich Man’s Wife,"$8,538,318"
"8,341",2011,Mausam,"$725,966"
"8,342",1993,Leprechaun,"$8,533,294"
"8,343",1980,The Big Brawl,"$8,527,743"
"8,344",2015,"Hilfe, Ich Hab Meine Lehrerin Geschru…",
"8,345",2016,L'abbiamo fatta grossa,
"8,346",2019,Kimi wa Tsukiyo ni Hikarikagayaku,
"8,347",2010,The Warrior's Way,"$5,666,340"
"8,348",2024,Geunyeoga jugeottdaa (그녀가 죽었다)…,
"8,349",2018,Bao Lie Wu Sheng,
"8,350",2020,Les blagues de Toto,
"8,351",2000,Before Night Falls,"$4,221,817"
"8,352",2014,"Gus, petit oiseau grand voyage",
"8,353",2016,Seupeulrit,
"8,354",2007,Unstoppable Marriage,
"8,355",2002,Big Trouble,"$7,262,288"
"8,356",2022,Yelki 9 (Елки 9),
"8,357",2015,Une heure de tranquillité,
"8,358",1991,Nothing But Trouble,"$8,479,793"
"8,359",2019,Gromkaya svyaz,
"8,360",2019,Yooyeoleui Umakaelbeom,
"8,361",1986,Wise Guys,"$8,475,466"
"8,362",2024,La Infiltrada,
"8,363",2024,Small Things Like These,"$1,574,944"
"8,364",2021,Couple From the Future,
"8,365",2011,Zuì ài,
"8,366",2015,Bitva za Sevastopol,
"8,367",2022,insaengeun aleumdaweo (인생은 아름다워)…,
"8,368",2021,Way Down,
"8,369",2015,Vacanze ai Caraibi - Il film di Natale,
"8,370",2012,Casa de mi Padre,"$5,909,483"
"8,371",1983,Tender Mercies,"$8,443,124"
"8,372",2015,Tayna Sukharevoy bashni. Charodey rav…,
"8,373",2021,Honey Lemon Soda (ハニーレモンソーダ)…,
"8,374",2024,White Bird,"$5,069,171"
"8,375",2021,Octonauts: The Ring of Fire,
"8,376",2019,War,"$3,640,355"
"8,377",2001,John Carpenter’s Ghosts of Mars,"$8,434,601"
"8,378",1999,Play it to the Bone,"$8,427,204"
"8,379",1980,The Awakening,"$8,415,112"
"8,380",2021,Dear Tutu: Operation T-Rex,
"8,381",1999,Pushing Tin,"$8,408,835"
"8,382",1950,All About Eve,"$8,400,000"
"8,383",1979,Meteor,"$8,400,000"
"8,384",1981,Carbon Copy,"$8,400,000"
"8,385",1984,Country,"$8,400,000"
"8,386",1949,Pinky,"$8,400,000"
"8,387",2021,Ping an zhong guo zhi shou hu zhe,
"8,388",1991,Body Parts,"$8,398,855"
"8,389",2021,Batya,
"8,390",2004,Love Me If You Dare,"$548,707"
"8,391",2024,Enjoy yourself (祝你幸福！),
"8,392",2001,Bones,"$7,316,658"
"8,393",2023,After Everything,
"8,394",2007,Planet Terror,
"8,395",2002,Death to Smoochy,"$8,355,815"
"8,396",1988,The Last Temptation of Christ,"$8,373,585"
"8,397",2007,Jhoom Barabar Jhoom,"$695,156"
"8,398",2022,Shi Jian You Ta (世间有她),
"8,399",1984,Nineteen Eighty-Four,"$8,368,371"
"8,400",1997,Turbo: A Power Rangers Movie,"$8,363,899"
"8,401",1986,Something Wild,"$8,362,000"
"8,402",2004,Yves St. Laurent,"$97,092"
"8,403",2004,Bon Voyage,"$2,353,728"
"8,404",2014,Bibi & Tina,
"8,405",2007,"Gekijô-ban Kamen Raidâ Den-Ô: Ore, ta…",
"8,406",1998,Return to Paradise,"$8,352,677"
"8,407",2018,"Hilfe, Ich Hab Meine Eltern Geschrumpft",
"8,408",2013,Asu Mare,
"8,409",1985,Mitt liv som hund,"$8,345,266"
"8,410",2016,Siganitalga (시간이탈자),"$58,689"
"8,411",2015,Demain,"$43,471"
"8,412",1999,Twin Dragons,"$8,332,431"
"8,413",2023,Bù Zhǐ Bù Xiū (不止不休),
"8,414",2009,R.T.T.,
"8,415",2002,Meitantei Konan: Bekâ Sutorîto no bôr…,
"8,416",1984,Terror in the Aisles,"$8,316,206"
"8,417",2023,The Source of Power (力量密码),
"8,418",2019,Viy 2,
"8,419",2019,10 giorni senza mamma,
"8,420",2007,Bug,"$7,006,708"
"8,421",1993,Mr. Jones,"$8,302,752"
"8,422",2012,Chasing Mavericks,"$6,002,756"
"8,423",1996,Larger Than Life,"$8,295,903"
"8,424",2023,Deurim (드림),
"8,425",2004,Beyond the Sea,"$6,144,806"
"8,426",2015,Batalon,
"8,427",1992,Bébé's Kids,"$8,284,881"
"8,428",2005,Proof,"$7,535,331"
"8,429",2018,HUGtto! Pretty Cure♡Futari wa Pretty …,
"8,430",2000,Shadow of the Vampire,"$8,279,017"
"8,431",2023,Bú Néng Liú Lèi De Gù Shì (不能流泪的故事)…,
"8,432",2020,Antoinette dans les Cévennes,"$149,621"
"8,433",2017,Mamá se fue de viaje,
"8,434",1993,Dazed and Confused,"$8,264,399"
"8,435",2006,Hard Candy,"$1,024,640"
"8,436",2011,Lubov Morkov 3,
"8,437",2012,Tong que tai,
"8,438",2018,A.X.L.,"$6,501,381"
"8,439",2015,"Connasse, princesse des coeurs",
"8,440",2015,Suite française,
"8,441",2021,The Protégé,"$7,446,823"
"8,442",2014,Alan Partridge,"$153,426"
"8,443",1988,Satisfaction,"$8,253,123"
"8,444",1992,Christopher Columbus: The Discovery,"$8,251,071"
"8,445",1988,The Blob,"$8,247,943"
"8,446",1995,Tall Tale,"$8,247,627"
"8,447",2012,More Than Honey,"$78,324"
"8,448",2008,White Noise 2: The Light,
"8,449",2017,Kill Me Please,
"8,450",2019,The Aftermath,"$1,618,497"
"8,451",2019,Te Jing Dui,
"8,452",2006,Hoot,"$8,117,637"
"8,453",2017,Le Vin et le Vent,"$257,610"
"8,454",2008,The Children of Huang Shi,"$1,031,872"
"8,455",2021,Rang Zong,
"8,456",2014,The Homesman,"$2,429,989"
"8,457",2019,Saengil,
"8,458",2020,100% Wolf,
"8,459",1991,Black Robe,"$8,211,952"
"8,460",2011,La véritable histoire du Chat Botté,
"8,461",1992,Gladiator,"$8,205,703"
"8,462",1992,Dr. Giggles,"$8,205,290"
"8,463",2017,Gekijouban Kuroko no basuke: Last Game,
"8,464",2024,Un mondo a parte,
"8,465",2008,Funny Games,"$1,294,640"
"8,466",1986,Lucas,"$8,200,000"
"8,467",1971,McCabe & Mrs. Miller,"$8,200,000"
"8,468",1961,The Misfits,"$8,200,000"
"8,469",1953,Hondo,"$8,200,000"
"8,470",2015,Sardaar Ji,
"8,471",2007,Shootout at Lokhandwala,"$289,232"
"8,472",2019,Code Geass: Fukkatsu No Lelouch,
"8,473",2015,Natale col Boss,
"8,474",1983,The House on Sorority Row,"$8,184,633"
"8,475",2022,Finnick (Финник),
"8,476",2024,Blue Lock The Movie -Episode Nagi- (劇…,"$1,855,384"
"8,477",2010,City Island,"$6,671,283"
"8,478",2018,Den Skyldige,"$207,140"
"8,479",2007,Underground Rendez-vous,
"8,480",1997,A Simple Wish,"$8,165,213"
"8,481",2015,Miss You Already,"$1,162,653"
"8,482",2019,Inséparables,
"8,483",2015,Salut D’Amour,
"8,484",2016,Will You Be There?,
"8,485",2019,Hwanggeo: Yukwansun Iyagi,
"8,486",2015,Ostwind 2,
"8,487",2023,Rafadan Tayfa Galaktik Tayfa,
"8,488",2014,What We Do in the Shadows,"$3,469,224"
"8,489",2007,Code Name: The Cleaner,"$8,135,024"
"8,490",2017,Haru,
"8,491",2003,Irreversible,"$792,200"
"8,492",2022,Qu’est-ce qu’on a tous fait au Bon Di…,
"8,493",2002,Birthday Girl,"$4,919,896"
"8,494",1948,Key Largo,"$8,125,000"
"8,495",1990,Funny About Love,"$8,128,773"
"8,496",2018,Beoning,"$719,772"
"8,497",2005,The Rising,"$939,363"
"8,498",2018,Le Flic de Belleville,
"8,499",2009,BLUE,"$321,640"
"8,500",1998,Firestorm,"$8,123,860"
"8,501",2018,Sauver ou périr,
"8,502",1962,Days of Wine and Roses,"$8,123,077"
"8,503",2018,Pandas,"$7,873,570"
"8,504",2007,Things We Lost in the Fire,"$3,287,315"
"8,505",2004,Après vous...,"$830,292"
"8,506",1984,The Philadelphia Experiment,"$8,103,330"
"8,507",1979,More American Graffiti,"$8,100,000"
"8,508",1982,Shoot the Moon,"$8,100,000"
"8,509",1994,Fresh,"$8,094,616"
"8,510",2019,Di jiu tian chang,
"8,511",1995,Nick of Time,"$8,087,783"
"8,512",2020,De Gaulle,
"8,513",2008,L'auberge rouge,"$50,304"
"8,514",2010,Animal Kingdom,"$1,044,039"
"8,515",2018,Suspiria,"$2,483,472"
"8,516",2018,Ningyo no nemuru ie,
"8,517",1998,Woo,"$8,064,972"
"8,518",2014,Unutursam Fisilda,
"8,519",2017,Sahara,
"8,520",2020,(NE) Idealnyy muzhchina,
"8,521",2017,Hagane no Renkinjutsushi,
"8,522",2018,Yu jian ni zhen hao,
"8,523",2010,Veer,"$527,193"
"8,524",2016,Soof 2,
"8,525",1989,The Adventures of Baron Munchausen,"$8,040,008"
"8,526",2012,A Late Quartet,"$1,561,577"
"8,527",2008,Sommer,
"8,528",2019,"Tanguy, le retour",
"8,529",1986,Haunted Honeymoon,"$8,033,397"
"8,530",1986,The Texas Chainsaw Massacre 2,"$8,025,872"
"8,531",2024,18×2 Beyond Youthful Days,
"8,532",2018,Black Water,
"8,533",2016,Our Kind of Traitor,"$3,153,157"
"8,534",1993,The Meteor Man,"$8,015,592"
"8,535",2010,No Problem,"$285,468"
"8,536",2022,This Much I Know to be True,
"8,537",2019,Jangsa-ri 9.15,"$71,146"
"8,538",1991,Bingo,"$8,011,019"
"8,539",1951,A Streetcar Named Desire,"$8,000,000"
"8,540",2016,DONGJU; The Portrait of A Poet,"$56,184"
"8,541",2015,Child 44,"$1,224,330"
"8,542",1962,The Man Who Shot Liberty Valance,"$8,000,000"
"8,543",2012,The Sweeney,"$26,345"
"8,544",1977,Islands in the Stream,"$8,000,000"
"8,545",1978,King of the Gypsies,"$8,000,000"
"8,546",1988,Without a Clue,"$8,000,000"
"8,547",1976,Robin and Marian,"$8,000,000"
"8,548",1955,Love Me or Leave Me,"$8,000,000"
"8,549",1948,The Three Musketeers,"$8,000,000"
"8,550",1965,Do Not Disturb,"$8,000,000"
"8,551",1988,Salsa,"$8,000,000"
"8,552",1969,Sweet Charity,"$8,000,000"
"8,553",1978,Paradise Alley,"$8,000,000"
"8,554",1980,Terror Train,"$8,000,000"
"8,555",1990,Ski Patrol,"$8,000,000"
"8,556",1967,The Taming of the Shrew,"$8,000,000"
"8,557",1958,Indiscreet,"$8,000,000"
"8,558",1950,Annie Get Your Gun,"$8,000,000"
"8,559",1981,Force: Five,"$8,000,000"
"8,560",1978,Casey's Shadow,"$8,000,000"
"8,561",1957,Island in the Sun,"$8,000,000"
"8,562",1949,Come to the Stable,"$8,000,000"
"8,563",1968,The Devil's Brigade,"$8,000,000"
"8,564",1952,High Noon,"$8,000,000"
"8,565",1975,Rooster Cogburn,"$8,000,000"
"8,566",1969,The Undefeated,"$8,000,000"
"8,567",1942,Cat People,"$4,000,000"
"8,568",1965,The Agony and the Ecstasy,"$8,000,000"
"8,569",1916,"20,000 Leagues Under the Sea","$8,000,000"
"8,570",2023,Vacaciones de Verano,
"8,571",2020,Kimi no Me ga Toikakete Iru,
"8,572",2022,De Tatta's,
"8,573",2024,The Fire Inside,"$7,990,705"
"8,574",1968,Where Were You When the Lights Went Out?,"$7,988,000"
"8,575",2024,The Birth of Korea (건국전쟁),
"8,576",1998,My Giant,"$7,985,929"
"8,577",1982,The Pirate Movie,"$7,983,086"
"8,578",2018,Kita no sakuramori,
"8,579",2011,Tanu Weds Manu,"$240,020"
"8,580",2002,Impostor,"$6,114,237"
"8,581",2017,Le Grand Mechant Renard et Autres Con…,"$66,854"
"8,582",2023,The Miracle Club,"$2,479,031"
"8,583",2015,Gurasuhoppâ,
"8,584",2017,Fiksiki Bol Shoy Sekret 1,
"8,585",2003,Oldboy,"$2,458,110"
"8,586",2014,Alles is Liefde,
"8,587",2020,Spycies,
"8,588",2016,Missing: Sarajin Yeoja,
"8,589",2018,Life Itself,"$4,095,431"
"8,590",1997,The Sweet Hereafter,"$4,306,697"
"8,591",2017,Naruto Shippuden: The Movie,
"8,592",2009,Dai-Nipponjin,"$40,796"
"8,593",2017,Gogol: Nachalo,
"8,594",2009,Kurbaan,"$754,269"
"8,595",2009,La Matassa,
"8,596",1985,Runaway Train,"$7,936,012"
"8,597",2020,AI Houkai,
"8,598",1995,Unstrung Heroes,"$7,929,000"
"8,599",2024,Drive-Away Dolls,"$5,028,215"
"8,600",2009,All the Best: Fun Begins,"$120,713"
"8,601",2007,Hwang Jin-yi,
"8,602",2015,Ali Baba ve 7 Cüceler,
"8,603",1995,Strange Days,"$7,918,562"
"8,604",2019,Planeta Singli 3,
"8,605",2008,La fille coupée en deux,"$409,658"
"8,606",2023,Journey to Bethlehem,"$6,820,796"
"8,607",2015,Shao nian ban,"$53,252"
"8,608",1960,The Alamo,"$7,900,000"
"8,609",2015,The Final Master,
"8,610",2021,Mei You Guo Bu Qu De Nian,
"8,611",2015,Gansin,
"8,612",2016,Gekijô-ban Kamen Raidâ Gôsuto: 100 no…,
"8,613",2024,Life Hotel (来福大酒店),
"8,614",2018,Perfectos desconocidos,"$1,014,507"
"8,615",2020,Die Känguru-Chroniken,
"8,616",1987,Teen Wolf Too,"$7,888,000"
"8,617",2024,Super Villain (大“反”派),
"8,618",2010,Centurion,"$123,570"
"8,619",1994,Serial Mom,"$7,881,335"
"8,620",1989,Cheetah,"$7,882,250"
"8,621",2016,Un homme à la hauteur,
"8,622",2007,Revolver,"$84,738"
"8,623",2005,Bunty Aur Babli,"$932,509"
"8,624",2006,Lassie,"$652,163"
"8,625",2016,For a Few Bullets,"$30,142"
"8,626",2004,The Clearing,"$5,763,875"
"8,627",2011,Cedar Rapids,"$6,861,102"
"8,628",2016,Pele: Birth of a Legend,"$49,979"
"8,629",2019,Eiga: Tôken ranbu,
"8,630",1996,The Great White Hype,"$7,852,282"
"8,631",2015,Seinto Seiya: Legend of Sanctuary,
"8,632",2022,As bestas,"$46,105"
"8,633",2023,Koty Ermitazha (Коты Эрмитажа)…,
"8,634",2014,La Vénus à la fourrure,"$342,183"
"8,635",2023,Pirab (피랍),"$142,101"
"8,636",2018,Première année,
"8,637",1993,Aspen Extreme,"$7,843,388"
"8,638",2014,Bad Words,"$7,779,614"
"8,639",1993,Fatal Instinct,"$7,839,327"
"8,640",2007,Cheeni Kum,"$678,792"
"8,641",2008,Un Nonio Para Mi Mujer,
"8,642",1994,The Chase,"$7,836,488"
"8,643",2018,7 Guardians of the Tomb,
"8,644",2014,Vampire Academy,"$7,791,979"
"8,645",2021,Verdens verste menneske,"$3,034,775"
"8,646",2012,Manuale D'Amore 3,
"8,647",1984,The Little Drummer Girl,"$7,828,841"
"8,648",1999,Outside Providence,"$7,309,628"
"8,649",2020,The Secret Garden,
"8,650",2006,Venus,"$3,347,411"
"8,651",2013,Reonningmaen,
"8,652",2015,Tenkû no hachi,
"8,653",1989,Enemies: A Love Story,"$7,815,403"
"8,654",2011,Desi Boyz,"$1,066,167"
"8,655",2016,Guo Nian Hao,"$25,358"
"8,656",2003,Tupac Resurrection,"$7,718,961"
"8,657",2017,"Señor, Dame Paciencia",
"8,658",1949,Sands of Iwo Jima,"$7,800,000"
"8,659",2016,Pitbull. Nowe porzadki,
"8,660",2015,Carrossel: O Filme,
"8,661",2023,Pravednik (Праведник),
"8,662",1947,Gentleman's Agreement,"$7,800,000"
"8,663",1987,House II: The Second Story,"$7,800,000"
"8,664",1981,All Night Long,"$7,800,000"
"8,665",2010,Inside Job,"$4,311,834"
"8,666",2020,De Beentjes Van Sint-Hildegard,
"8,667",2011,Moshi Kōkō Yakyū no Joshi Manager ga …,
"8,668",1999,Topsy Turvy,"$6,201,757"
"8,669",1994,Little Buddha,"$4,793,587"
"8,670",1986,The Best of Times,"$7,790,931"
"8,671",2015,Return of the Cuckoo,
"8,672",2009,In the Loop,"$2,388,804"
"8,673",2023,Kandahar,"$4,813,132"
"8,674",2010,Nowhere Boy,"$1,445,366"
"8,675",2017,Axel 2: Adventures of the Spacekids,
"8,676",2020,Malasaña 32,
"8,677",1991,If Looks Could Kill,"$7,781,025"
"8,678",2015,Lian Ai Zhong De Cheng Shi,
"8,679",2002,Real Women Have Curves,"$5,853,194"
"8,680",2023,Mafia Mamma,"$3,496,761"
"8,681",2015,Les souvenirs,
"8,682",2018,Papillon,"$2,335,896"
"8,683",2011,Hoshi Mamoru Inu,
"8,684",1994,Sirens,"$7,770,731"
"8,685",2015,Paper Planes,
"8,686",2016,Miss Sloane,"$3,500,605"
"8,687",2022,Il Grande Giorno,
"8,688",2020,Yakusoku no Neverland,
"8,689",2018,Beirut,"$5,019,226"
"8,690",1998,Smoke Signals,"$6,719,300"
"8,691",2024,Heartsping: Teenieping of Love (포스터 크…,
"8,692",2006,DOA: Dead or Alive,"$480,314"
"8,693",1949,I Was a Male War Bride,"$7,750,000"
"8,694",2019,Grâce à dieu,"$67,059"
"8,695",2007,Small Town Rivals,
"8,696",2017,3 Idiotas,"$1,249,233"
"8,697",2017,Yin Bao Zhe,"$118,384"
"8,698",1990,Cry-Baby,"$7,735,790"
"8,699",2021,Balsinjehan,
"8,700",2007,The Hunting Party,"$876,671"
"8,701",2024,The Chosen: Season 4 Episodes 7-8,"$7,729,064"
"8,702",1989,Deepstar Six,"$7,724,847"
"8,703",2014,Finding Fanny,"$623,229"
"8,704",1988,A New Life,"$7,721,851"
"8,705",2008,Expelled: No Intelligence Allowed,"$7,720,487"
"8,706",1962,The Manchurian Candidate,"$7,716,923"
"8,707",2011,Kevin Hart: Laugh at My Pain,"$7,706,436"
"8,708",2023,Cobweb,
"8,709",2019,Yuki no Hana,
"8,710",2021,Rodnye,
"8,711",2015,Dheepan,"$248,795"
"8,712",2017,Amityville: The Awakening,$742
"8,713",1990,Blue Steel,"$7,701,707"
"8,714",2019,Penguins,"$7,699,452"
"8,715",1990,Mr. & Mrs. Bridge,"$7,698,000"
"8,716",2019,Le meilleur reste à venir,
"8,717",2019,Love Live! Sunshine!! The School Idol…,
"8,718",2018,Leave No Trace,"$6,046,104"
"8,719",2009,Wake Up Sid,"$718,766"
"8,720",2015,Qian ting zong dong yuan 5: shi guang…,
"8,721",1994,Surviving the Game,"$7,690,013"
"8,722",2021,Between Us,
"8,723",2015,Iris,"$1,310,678"
"8,724",2011,The Big Year,"$7,204,138"
"8,725",2023,Rocky Aur Rani Kii Prem Kahaani,"$3,200,000"
"8,726",1991,Strictly Business,"$7,683,267"
"8,727",2020,Serebryanya konki,
"8,728",1985,Twice in a Lifetime,"$7,681,246"
"8,729",2016,Midnight Special,"$3,712,282"
"8,730",2023,Qǐng Bié Xiāng Xìn Tā (请别相信她)…,
"8,731",2016,Insane,
"8,732",2010,We Are Family,"$638,144"
"8,733",2017,The Healer,
"8,734",2010,Parlez-moi de la pluie,"$111,844"
"8,735",2016,Tini: El gran cambio de Violetta,
"8,736",2014,Mo jing,"$172,010"
"8,737",2016,La Vache,
"8,738",2023,The Hill,"$7,665,865"
"8,739",2017,120 battements par minute,"$125,189"
"8,740",2019,Rong Ribeu Deo King; Mokpo Yeongung,
"8,741",2008,Young @ Heart,"$3,992,189"
"8,742",2018,Dywizjon 303,
"8,743",2018,Sauerkrautkoma,
"8,744",1986,Quicksilver,"$7,634,909"
"8,745",2015,Hua Li Shang Ban Zou,"$63,029"
"8,746",2023,La passion de Dodin Bouffant,"$2,655,074"
"8,747",2006,La mujer de mi hermano,"$2,808,241"
"8,748",2020,Qiao Mai Feng Chang,
"8,749",1984,Ninja III: The Domination,"$7,610,785"
"8,750",1961,The Hustler,"$7,600,000"
"8,751",1952,The Quiet Man,"$7,600,000"
"8,752",1965,The Spy Who Came in from the Cold,"$7,600,000"
"8,753",2019,Machine no Owari ni,
"8,754",2023,Nobody But You (不能错过的只有你)…,
"8,755",1995,The Amazing Panda Adventure,"$7,590,169"
"8,756",2024,Buffalo Kids,
"8,757",2014,The Immigrant,"$2,013,456"
"8,758",2009,Ong-Bak 2,"$102,458"
"8,759",2017,Churchill,"$1,279,681"
"8,760",2016,Zhenikh,
"8,761",2011,Take Me Home Tonight,"$6,928,068"
"8,762",2017,L'ascension,
"8,763",2004,Club Dread,"$5,001,655"
"8,764",1998,Krippendorf's Tribe,"$7,571,115"
"8,765",1995,Losing Isaiah,"$7,564,608"
"8,766",2018,Hasta que la boda nos separe,
"8,767",2007,El Cantante,"$7,556,004"
"8,768",1995,The Jerky Boys,"$7,555,256"
"8,769",2019,Turma da Mônica: Laços,
"8,770",1997,Sprung,"$7,553,105"
"8,771",2024,Nothing Can’t Be Undone by a HotPot (…,
"8,772",2023,Around the World in 80 Days (潜艇总动员：环游…,
"8,773",2018,God’s Not Dead: A Light in Darkness,"$5,728,940"
"8,774",2019,Lupin III: The First (ルパン三世 THE FIRST…,"$248,422"
"8,775",2024,Pig Man Movie·Interstellar Action (猪猪…,
"8,776",2008,Mortadelo y Filemón. Misión: Salvar l…,
"8,777",1992,Damage,"$7,532,911"
"8,778",2015,Cong Tian Er Jiang,
"8,779",2019,Kamen raidâ Reiwa Za Fâsuto Jenerêsho…,
"8,780",2008,Nothing Like the Holidays,"$7,503,736"
"8,781",2020,Adú,
"8,782",1984,Just the Way You Are,"$7,517,699"
"8,783",2008,Tashan,"$457,380"
"8,784",2017,The Little Vampire,
"8,785",2001,Donnie Darko,"$1,480,006"
"8,786",1971,Big Jake,"$7,500,000"
"8,787",1980,How to Beat the High Co$t of Living,"$7,500,000"
"8,788",1972,The Cowboys,"$7,500,000"
"8,789",1966,Walk Don't Run,"$7,500,000"
"8,790",1946,Night and Day,"$7,500,000"
"8,791",1979,Agatha,"$7,500,000"
"8,792",1981,An Eye for an Eye,"$7,496,681"
"8,793",2019,Die Xian,
"8,794",1995,Hackers,"$7,487,370"
"8,795",2014,The Babadook,"$950,792"
"8,796",2015,Le Grand Partage,
"8,797",2008,Kidnap,"$328,573"
"8,798",2018,Gogol. Viy.,
"8,799",1980,Foxes,"$7,470,348"
"8,800",2018,Bhaagamathie,
"8,801",1988,Stealing Home,"$7,467,504"
"8,802",1985,The Trip to Bountiful,"$7,466,662"
"8,803",2019,Saikô no jinsei no mitsuke kata,
"8,804",2015,I'll See You in My Dreams,"$7,449,681"
"8,805",2022,Nín Hǎo Běi Jīng (您好，北京),
"8,806",2015,Seong-nan Byeon-ho-sa,
"8,807",2003,Spellbound,"$5,728,581"
"8,808",2017,Ostwind - Aufbruch nach Ora,
"8,809",2013,Black Nativity,"$7,018,188"
"8,810",2018,Dog 13,
"8,811",2016,Compadres,"$3,127,773"
"8,812",2015,Grandma,"$6,980,524"
"8,813",1986,Maximum Overdrive,"$7,433,663"
"8,814",2005,5×2,"$128,752"
"8,815",2018,Duan Pian Er,
"8,816",2019,Brittany Runs a Marathon,"$7,136,342"
"8,817",2022,Ponniyin Selvan: Part One,"$4,918,000"
"8,818",2023,Racing 72H (新猪猪侠大电影·超级赛车)…,
"8,819",2012,2 Days in New York,"$633,210"
"8,820",2009,London Dreams,"$300,293"
"8,821",2023,Tyosccha (Тёща),
"8,822",2020,Le prince oublié,
"8,823",1990,"The Cook, The Thief, His Wife, and He…","$7,407,995"
"8,824",2018,Rémi sans famille,
"8,825",2014,Tracks,"$509,815"
"8,826",2006,A Scanner Darkly,"$5,501,616"
"8,827",2023,Zuì Hòu De Zhēn Xiàng (最后的真相)…,
"8,828",2015,Prizrak,
"8,829",1960,Midnight Lace,"$7,400,000"
"8,830",1958,Separate Tables,"$7,400,000"
"8,831",2015,Sai Er Hao 5,
"8,832",2021,Qing Shu,
"8,833",2017,Poveri ma Ricchissimi,
